RATE_ID,MMKT_FIELD_ID,DATA_TYPE,DATA_ID,FIELD_ID,USE_FLAG,SCALE_FACTOR,INVALID_VALUES
KRWQ3L3Y,MID,IR,IRSTP1KRW03Y,MID종가,Y,0.01,
KRWQ3L4Y,MID,IR,IRSTP1KRW04Y,MID종가,Y,0.01,
KRWQ3L5Y,MID,IR,IRSTP1KRW05Y,MID종가,Y,0.01,
KRWQ3L6Y,MID,IR,IRSTP1KRW06Y,MID종가,Y,0.01,
KRWQ3L7Y,MID,IR,IRSTP1KRW07Y,MID종가,Y,0.01,
KRWQ3L8Y,MID,IR,IRSTP1KRW08Y,MID종가,Y,0.01,
KRWQ3L9Y,MID,IR,IRSTP1KRW09Y,MID종가,Y,0.01,
KRWQ3L10Y,MID,IR,IRSTP1KRW10Y,MID종가,Y,0.01,
KRWQ3L11Y,MID,IR,IRSTP1KRW11Y,MID종가,Y,0.01,
KRWQ3L12Y,MID,IR,IRSTP1KRW12Y,MID종가,Y,0.01,
KRWQ3L15Y,MID,IR,IRSTP1KRW15Y,MID종가,Y,0.01,
KRWQ3L20Y,MID,IR,IRSTP1KRW20Y,MID종가,Y,0.01,
KRWQ3L25Y,MID,IR,IRSTP1KRW25Y,MID종가,Y,0.01,
KRWQ3L30Y,MID,IR,IRSTP1KRW30Y,MID종가,Y,0.01,
